id,area,feature,roles,user_entry,backend,origin,feature_flag,existing_tests,verify_by,side_effects,phase,data_risk,status_signals,confidence,capability_ledger_id,rails_routes,ember_routes
DATA-02,"Logs, reports, goals & lessons","Log session detail view (events, per-event highlight and notes, geo map, IP cluster links, goal link, video note playback, print)",communicator; supervisor-SLP; org-admin,"user.log, app/frontend/app/routes/user/log.js:34; app/frontend/app/templates/user/log.hbs:516-549 (highlight/notes), :568-604 (geo/IP), :624 (print)","api/logs#show app/controllers/api/logs_controller.rb:195 (log_viewable? :473, private_logging :200, cutoff :203); api/logs#update :263 (supervise :267) for highlight/event notes",heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; log.rb churn 26%; log.js churn 28% (frontend); log.js churn 64% (frontend); log.hbs churn 76% (frontend); log.js churn 42% (frontend); 3/3 routes are upstream actions),none; no premium gate in user/log.hbs (only permissions.supervise at log.hbs:635),spec/controllers/api/logs_controller_spec.rb; app/frontend/tests/unit/controllers/user-log-same-author-test.js; app/frontend/tests/models/log-test.js,both: API permissions by spec; map rendering and event layout need visual check,writes,5,yes: communicator usage logs or utterances; location,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/logs/:id api/logs#show | PATCH /api/v1/logs/:id api/logs#update | PUT /api/v1/logs/:id api/logs#update,user.log:/logs/:log_id
DATA-03,"Logs, reports, goals & lessons",Usage log push from device (session logging of speak-mode activity),communicator; supervisor-SLP,none (API/background only): speak-mode usage stashed then pushed by the client,api/logs#create app/controllers/api/logs_controller.rb:210 (allowed? model :223; blank user_id fix :221); LogSession.process_as_follow_on app/models/log_session.rb:1323,heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; log_session.rb churn 12%; log.js churn 42% (frontend); 1/1 routes are upstream actions),none; logging requires user preferences.logging (opt-in),spec/controllers/api/logs_controller_spec.rb; spec/models/log_session_spec.rb,both: API push by spec; real device offline and sync behaviour needs a human,external-send,3,yes: communicator usage logs or utterances; location,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/logs api/logs#create,
DATA-04,"Logs, reports, goals & lessons","Notes / messages about a communicator (text or video note, notify team, reply, link to goal and status)",communicator; supervisor-SLP,"user.logs 'New Note' app/frontend/app/templates/user/logs.hbs:141,160; reply in user.log app/frontend/app/controllers/user/log.js:280-283; component app/frontend/app/components/record-note.js:204-215",api/logs#create app/controllers/api/logs_controller.rb:210; notify handling app/models/log_session.rb:1859-1866,heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; log_session.rb churn 12%; record-note.js churn 137% (frontend) (moved from app/frontend/app/controllers/record-note.js); record-note.hbs churn 141% (frontend) (moved from app/frontend/app/templates/record-note.hbs); logs.hbs churn 115% (frontend); 1/1 routes are upstream actions),none; Add menu gated by currently_premium_or_premium_supporter (logs.hbs:134),spec/controllers/api/logs_controller_spec.rb; app/frontend/tests/controllers/record-note-test.js,both: log creation by spec; notification email or push delivery needs a human,writes,4,yes: audio or video recordings,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/logs api/logs#create,user.logs:/logs
DATA-05,"Logs, reports, goals & lessons","Quick assessment (tally correct/incorrect, optionally tied to a goal) saved as assessment log",communicator; supervisor-SLP,"user.logs Add > Quick Assessment app/frontend/app/templates/user/logs.hbs:142,161; app/frontend/app/controllers/user/logs.js:122-128; also user.goals app/frontend/app/controllers/user/goals.js:92-94 and user.goal controllers/user/goal.js:130-132; component app/frontend/app/components/quick-assessment.js:156-162",api/logs#create app/controllers/api/logs_controller.rb:210; log_type 'assessment' app/models/log_session.rb:241; display app/frontend/app/templates/user/log.hbs:389-412,heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; log_session.rb churn 12%; quick-assessment.js churn 111% (frontend) (moved from app/frontend/app/controllers/quick-assessment.js); logs.js churn 44% (frontend); log.hbs churn 76% (frontend); 1/1 routes are upstream actions),"assessments (code: ENABLED_FRONTEND_FEATURES, lib/feature_flags.rb:117) but NOT READ anywhere in app/ or lib/; premium: check_for_currently_premium(model,'quick_assessment') without allow_premium_supporter (app/frontend/app/controllers/user/logs.js:124)",spec/controllers/api/logs_controller_spec.rb,agent: log creation and premium modal testable,writes,5,yes: clinical or evaluation data,flag never read,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/logs api/logs#create,user.logs:/logs
DATA-06,"Logs, reports, goals & lessons","Legacy evaluation (obf/eval speak-mode eval) stored as eval log, pending eval view and Resume Evaluation",communicator; supervisor-SLP,user index Run Evaluation app/frontend/app/controllers/user/index.js:1503-1506; caseload app/frontend/app/controllers/caseload.js:636; pending 'last-eval' pseudo log app/frontend/app/routes/user/log.js:13-21; resume app/frontend/app/controllers/user/log.js:316-325,api/logs#create app/controllers/api/logs_controller.rb:210; data['eval'] -> log_type 'eval' app/models/log_session.rb:275-276,heavily modified (vs sweet-suite mirror 55aaa8a: log_session.rb churn 12%; logs_controller.rb churn 56%; eval.js churn 43% (frontend); log.js churn 64% (frontend); log.js churn 28% (frontend); 1/1 routes are upstream actions),"evaluations (code: ENABLED_FRONTEND_FEATURES, lib/feature_flags.rb:123) but NOT READ anywhere; premium: check_for_currently_premium(model,'eval',false,true) i.e. allow_premium_supporter (app/frontend/app/controllers/user/index.js:1505)",spec/models/log_session_spec.rb,human: eval runs in speak mode with clinical judgment,writes,5,yes: clinical or evaluation data,TODO or FIXME in code; flag never read,"ASSUMED: spec file coverage of eval log_type not individually confirmed; boundary: new clinical /eval (eval.quick, eval_sessions) is covered by another row",,POST /api/v1/logs api/logs#create,user.log:/logs/:log_id
DATA-07,"Logs, reports, goals & lessons","OBL log file download (single log, all logs, anonymized .obla)",communicator; supervisor-SLP; system,user.logs 'Download Log File' app/frontend/app/templates/user/logs.hbs:155; user.log app/frontend/app/templates/user/log.hbs:616; modal app/frontend/app/components/download-log.js:67-71,"api/logs#obl app/controllers/api/logs_controller.rb:332 (supervise :337/:351, cutoff blocks full export :355-358); Exporter.export_logs lib/exporter.rb:6, export_log :150; also api/logs_controller.rb:251",heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; exporter.rb churn 11%; download-log.js churn 222% (frontend) (moved from app/frontend/app/controllers/download-log.js); logs.hbs churn 115% (frontend); 1/1 routes are upstream actions),none,spec/controllers/api/logs_controller_spec.rb; spec/lib/exporter_spec.rb,agent: progress and export content checkable,none (read-only),5,yes: communicator usage logs or utterances,TODO or FIXME in code; commented-out code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/logs/obl api/logs#obl,user.logs:/logs
DATA-08,"Logs, reports, goals & lessons","LAM report view of a session log (nonce link, no login)",anonymous; communicator; supervisor-SLP,user.log 'View LAM Report' app/frontend/app/templates/user/log.hbs:617; app/frontend/app/controllers/user/log.js:289-290,"api/logs#lam app/controllers/api/logs_controller.rb:288 (no api token, :2; nonce match :290); Stats.lam lib/stats.rb:1239",heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; stats.rb churn 6%; log.js churn 64% (frontend); 1/1 routes are upstream actions),none,spec/controllers/api/logs_controller_spec.rb; spec/lib/stats_spec.rb,agent: nonce check and output testable,writes,5,yes: communicator usage logs or utterances,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/logs/:log_id/lam api/logs#lam,user.log:/logs/:log_id
DATA-09,"Logs, reports, goals & lessons",Log import (OBL/LAM file upload) and manual log session entry,communicator; supervisor-SLP,user.logs Add > Import Session(s) / Manually Add Session app/frontend/app/templates/user/logs.hbs:144-149; upload handler app/frontend/app/services/content-grabbers.js:3189; app/frontend/app/controllers/user/logs.js:220-243; LingoLinq.Log.import app/frontend/app/models/log.js:345-350,api/logs#import app/controllers/api/logs_controller.rb:243 (supervise :246); Exporter.process_log lib/exporter.rb:528 (SafeHttp.get on url :531),heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; exporter.rb churn 11%; logs.js churn 44% (frontend); log.js churn 42% (frontend); manual-log.js churn 526% (frontend) (moved from app/frontend/app/controllers/modals/manual-log.js); 1/1 routes are upstream actions),none; Add menu gated by currently_premium_or_premium_supporter (logs.hbs:134),spec/controllers/api/logs_controller_spec.rb; spec/lib/exporter_spec.rb,agent: import processing testable with fixture files,writes,5,yes: communicator usage logs or utterances,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/logs/import api/logs#import,user.logs:/logs
DATA-10,"Logs, reports, goals & lessons",Logging access code: verify code and unlock logs beyond the logging cutoff,communicator; supervisor-SLP,preferences check app/frontend/app/controllers/user/preferences.js:1310-1318; unlock form on logs page app/frontend/app/templates/user/logs.hbs:63-72 (header X-Logging-Code-For sent by app/frontend/app/utils/extras.js:272),"api/logs#code_check app/controllers/api/logs_controller.rb:184 (supervise :187); cutoff via logging_code_for :4 and effective_logging_cutoff_for :85,:203",heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; preferences.js churn 51% (frontend); logs.js churn 44% (frontend); extras.js churn 62% (frontend); 1/1 routes are upstream actions),none,spec/controllers/api/logs_controller_spec.rb; app/frontend/tests/controllers/user/preferences-test.js,agent: cutoff and code behaviour testable via API,none (read-only),5,yes: communicator usage logs or utterances,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/logs/code_check api/logs#code_check,user.logs:/logs
DATA-11,"Logs, reports, goals & lessons",Clear all logs (flush a communicator's logs after typing the user name),communicator; supervisor-SLP,"user.logs 'Clear All Logs' app/frontend/app/templates/user/logs.hbs:156; app/frontend/app/components/confirm-delete-logs.js:65-75; also app/frontend/app/controllers/user/logs.js:218, app/frontend/app/controllers/user/preferences.js:1379, app/frontend/app/components/confirm-delete-logs.js:71",api/users#flush_logs app/controllers/api/users_controller.rb:464 (delete permission :466; user_name and id confirm :467; AuditEvent :469),heavily modified (vs sweet-suite mirror 55aaa8a: users_controller.rb churn 76%; flusher.rb churn 131%; confirm-delete-logs.js churn 285% (frontend) (moved from app/frontend/app/controllers/confirm-delete-logs.js); logs.hbs churn 115% (frontend); 1/1 routes are upstream actions),none,spec/controllers/api/users_controller_spec.rb; app/frontend/tests/controllers/confirm-delete-logs-test.js,agent: flush and audit event checkable,destructive,5,yes: communicator usage logs or utterances; audit or compliance records,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/users/:user_id/flush/logs api/users#flush_logs,user.logs:/logs
DATA-12,"Logs, reports, goals & lessons","Usage reports page (date/device/location filters, compare two periods, word usage, heat map, time of day, parts of speech, sankey word pairs, devices, geo and IP locations, word cloud, word detail)",communicator; supervisor-SLP; org-admin,"user.stats, app/frontend/app/routes/user/stats.js:47-62; app/frontend/app/templates/user/stats.hbs:49-52 (gates); app/frontend/app/controllers/user/stats.js:274-343; also app/frontend/app/controllers/user/stats.js:343",api/users#daily_stats app/controllers/api/users_controller.rb:1033 (supervise only :1035); Stats.cached_daily_use lib/stats.rb:5,heavily modified (vs sweet-suite mirror 55aaa8a: users_controller.rb churn 76%; stats.rb churn 6%; stats.js churn 178% (frontend); stats.js churn 66% (frontend); stats.hbs churn 326% (frontend); stats.js churn 7% (frontend); word-data.js churn 128% (frontend) (moved from app/frontend/app/controllers/word-data.js); word-cloud.js absent; 2/2 routes are upstream actions),"none read; premium: template gate currently_premium (app/frontend/app/templates/user/stats.hbs:51) plus client check (app/frontend/app/controllers/user/stats.js:277); server daily_stats checks supervise only, no premium",spec/controllers/api/users_controller_spec.rb; spec/lib/stats_spec.rb; app/frontend/tests/controllers/user/stats-test.js; app/frontend/tests/utils/stats-test.js,both: data via API; chart rendering needs visual check,none (read-only),5,yes: communicator usage logs or utterances; location,no UI entry (API only),ASSUMED: the row text itself marks part of the claim as inferred or not verified,,GET /api/v1/users/:user_id/stats/daily api/users#daily_stats | GET /api/v1/users/:user_id/stats/hourly api/users#hourly_stats,user.stats:/stats
DATA-13,"Logs, reports, goals & lessons","Communication progress summary on Reports (KPI cards, primary insight, trend, comparison basis)",communicator; supervisor-SLP,"user.stats, app/frontend/app/controllers/user/stats.js:69-107 (report_summary)",none (client-only) over users#daily_stats app/controllers/api/users_controller.rb:1033,heavily modified (vs sweet-suite mirror 55aaa8a: stats.js churn 66% (frontend); stats.hbs churn 326% (frontend); report_summary.js absent),none; same premium gate as reports (stats.hbs:51),app/frontend/tests/unit/utils/report-summary-test.js,both: derivation by unit test; clinical meaning of insights needs human judgment,none (read-only),5,yes: communicator usage logs or utterances,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,user.stats:/stats
DATA-14,"Logs, reports, goals & lessons","Core word reports (core list, core/fringe coverage, modify core word list)",communicator; supervisor-SLP,"user.stats <Stats::CoreList> app/frontend/app/templates/user/stats.hbs:313-315; load_core app/frontend/app/controllers/user/stats.js:231-245; modify_core :529-535; also app/frontend/app/templates/user/preferences.hbs:1072, app/frontend/app/components/modify-core-words.js:153, app/frontend/app/controllers/user/stats.js:239, app/frontend/app/components/word-data.js:60",api/users#core_lists app/controllers/api/users_controller.rb:997 (model :1002); update_core_list :1010 (edit :1013),heavily modified (vs sweet-suite mirror 55aaa8a: users_controller.rb churn 76%; word_data.rb churn 26%; stats.js churn 66% (frontend); modify-core-words.js churn 118% (frontend) (moved from app/frontend/app/controllers/modify-core-words.js); core-list.js churn 70% (frontend); word-data.js churn 128% (frontend) (moved from app/frontend/app/controllers/word-data.js); 2/2 routes are upstream actions),"core_reports (code: ENABLED_FRONTEND_FEATURES, lib/feature_flags.rb:119) but NOT READ anywhere",spec/controllers/api/users_controller_spec.rb,agent: core list data testable,writes,5,yes: communicator usage logs or utterances,TODO or FIXME in code; flag never read,"ASSUMED: components/stats/core-list.js path inferred from <Stats::CoreList>, not opened",,GET /api/v1/users/:user_id/core_lists api/users#core_lists | PUT /api/v1/users/:user_id/core_list api/users#update_core_list,user.stats:/stats
DATA-15,"Logs, reports, goals & lessons",Enable usage logging / geolocation logging from Reports (opt-in),communicator; supervisor-SLP,user.stats enable_logging app/frontend/app/controllers/user/stats.js:453-464; enable_geo_logging :465-475 via app/frontend/app/components/stats/geo-disabled.hbs:5,user preferences save (users#update),upstream sweet-suite (vs sweet-suite mirror 55aaa8a: stats.js churn 66% (frontend); enable-logging.js churn 229% (frontend) (moved from app/frontend/app/controllers/enable-logging.js); geo-disabled.hbs churn 143% (frontend) (moved from app/frontend/app/templates/components/stats/geo-disabled.hbs)),none,app/frontend/tests/controllers/user/stats-test.js,agent: preference flip testable,writes,5,"yes: communicator usage logs or utterances; age, consent or guardian data; location",,ASSUMED: stats-test.js coverage of enable_logging not confirmed,,,user.stats:/stats
DATA-16,"Logs, reports, goals & lessons","Report snapshots (saved named report filters: date range, device, location)",communicator; supervisor-SLP,"user.stats save_snapshot app/frontend/app/controllers/user/stats.js:536-543; load_snapshots :246-266; app/frontend/app/components/save-snapshot.js:92,136",api/snapshots#index app/controllers/api/snapshots_controller.rb:4 (supervise :7); #create :14 (edit :19); #show :28; #update :35; #destroy :48; LogSnapshot fields app/models/log_snapshot.rb:26,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: snapshots_controller.rb churn 24%; log_snapshot.rb churn 6%; snapshot.rb churn 0%; save-snapshot.js churn 259% (frontend) (moved from app/frontend/app/controllers/save-snapshot.js); stats.js churn 66% (frontend); 6/6 routes are upstream actions),"snapshots (code: ENABLED_FRONTEND_FEATURES, lib/feature_flags.rb:117) but NOT READ anywhere",spec/controllers/api/snapshots_controller_spec.rb; spec/models/log_snapshot_spec.rb; spec/lib/json_api/snapshot_spec.rb; app/frontend/tests/models/snapshot-test.js,agent: CRUD testable via API,destructive,5,yes: location,no UI entry (API only); flag never read,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/snapshots api/snapshots#index | POST /api/v1/snapshots api/snapshots#create | GET /api/v1/snapshots/:id api/snapshots#show | PATCH /api/v1/snapshots/:id api/snapshots#update | PUT /api/v1/snapshots/:id api/snapshots#update | DELETE /api/v1/snapshots/:id api/snapshots#destroy,user.stats:/stats
DATA-17,"Logs, reports, goals & lessons",Public anonymized trends page (aggregate word/device/usage trends; admin internal metrics),anonymous; communicator; supervisor-SLP; org-admin; system,"trends, app/frontend/app/routes/trends.js:5; app/frontend/app/controllers/trends.js:15-32; admin toggle app/frontend/app/templates/trends.hbs:150","api/logs#trends app/controllers/api/logs_controller.rb:364 (admin block only with admin_support_actions :365,:373-376); WeeklyStatsSummary.trends app/models/weekly_stats_summary.rb:1055",heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; weekly_stats_summary.rb churn 0%; trends.js churn 12% (frontend); trends.js churn 10% (frontend); trends.hbs churn 56% (frontend); 1/1 routes are upstream actions),none,spec/controllers/api/logs_controller_spec.rb; spec/models/weekly_stats_summary_spec.rb,agent: admin-field stripping testable,none (read-only),8,yes: communicator usage logs or utterances,no UI entry (API only),"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/logs/trends api/logs#trends,trends:/trends
DATA-18,"Logs, reports, goals & lessons","Trends slice for research integrations (developer key, 5-10 obfuscated users per request, quota)",anonymous; system,none (API/background only),api/logs#trends_slice app/controllers/api/logs_controller.rb:381 (DeveloperKey plus ui.settings['allow_trends'] :384-386; 5-10 ids :388; per-id quota :401; allow_log_reports only :415),heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; weekly_stats_summary.rb churn 0%; webhook.rb churn 12%; 1/1 routes are upstream actions),none (per-integration allow_trends setting),spec/controllers/api/logs_controller_spec.rb,agent: API spec,none (read-only),8,yes: communicator usage logs or utterances,TODO or FIXME in code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/logs/trends_slice api/logs#trends_slice,
DATA-19,"Logs, reports, goals & lessons",Anonymous research log bundle (monthly zip of opted-in users' anonymized logs),anonymous; system,none (API/background only),"api/logs#anonymous_logs app/controllers/api/logs_controller.rb:442 (schedules LogSession.anonymous_logs, cached 3 days :448); app/models/log_session.rb:2161",heavily modified (vs sweet-suite mirror 55aaa8a: logs_controller.rb churn 56%; log_session.rb churn 12%; exporter.rb churn 11%; 1/1 routes are upstream actions),none (user prefs allow_log_reports and allow_log_publishing),spec/controllers/api/logs_controller_spec.rb; spec/models/log_session_spec.rb,agent: API and model spec,none (read-only),8,yes: communicator usage logs or utterances,no UI entry (API only),"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",pii-scrubber-pseudonymization,GET /api/v1/logs/anonymous_logs api/logs#anonymous_logs,
DATA-20,"Logs, reports, goals & lessons","Communicator goals list and create goal (new, or from a template via browse)",anonymous; communicator; supervisor-SLP; org-admin,"user.goals, app/frontend/app/routes/user/goals.js:10-14; app/frontend/app/templates/user/goals.hbs:3 (premium gate), :13 (set_goals); add_goal/find_goal app/frontend/app/controllers/user/goals.js:77-79,119-121",api/goals#index app/controllers/api/goals_controller.rb:4 (supervise :31; templates need delete :35); #create :53 (set_goals :60; template_header strip unless admin org edit :66-70),upstream sweet-suite (vs sweet-suite mirror 55aaa8a: goals_controller.rb churn 37%; user_goal.rb churn 8%; goal.rb churn 0%; goals.js churn 0% (frontend); goals.js churn 26% (frontend); goals.hbs churn 538% (frontend); new-goal.js churn 134% (frontend) (moved from app/frontend/app/controllers/new-goal.js); 2/2 routes are upstream actions),"goals (code: ENABLED_FRONTEND_FEATURES, lib/feature_flags.rb:118); read only for badge notifications app/models/user_badge.rb:91; premium: template gate currently_premium (app/frontend/app/templates/user/goals.hbs:3), no server premium check",spec/controllers/api/goals_controller_spec.rb; spec/models/user_goal_spec.rb; spec/lib/json_api/goal_spec.rb; app/frontend/tests/models/goal-test.js,agent: CRUD and permissions via API,destructive,5,yes: clinical or evaluation data,TODO or FIXME in code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/goals api/goals#index | POST /api/v1/goals api/goals#create,user.goals:/goals
DATA-21,"Logs, reports, goals & lessons","Goal detail: edit, status tracking, linked notes/assessments/logs, video status, badge levels, delete",communicator; supervisor-SLP; org-admin,"user.goal, app/frontend/app/routes/user/goal.js:9-35; app/frontend/app/controllers/user/goal.js:13-21 (linked logs), :142-150 (save); video app/frontend/app/templates/user/goal.hbs:126",api/goals#show app/controllers/api/goals_controller.rb:46 (view :49); #update :80 (comment :83; non-editors limited to comment :87-89); #destroy :99 (edit :102); logs by goal_id app/controllers/api/logs_controller.rb:138-145,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: goals_controller.rb churn 37%; user_goal.rb churn 8%; goal.js churn 6% (frontend); goal.js churn 28% (frontend); goal.hbs churn 162% (frontend); 4/4 routes are upstream actions),goals (see above); no premium gate on user/goal.hbs,spec/controllers/api/goals_controller_spec.rb; spec/models/user_goal_spec.rb,agent: API; video capture needs a human,destructive,5,yes: clinical or evaluation data,stub,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/goals/:id api/goals#show | PATCH /api/v1/goals/:id api/goals#update | PUT /api/v1/goals/:id api/goals#update | DELETE /api/v1/goals/:id api/goals#destroy,user.goal:/goals/:goal_id
DATA-22,"Logs, reports, goals & lessons",Public goal library and template sequences (browse templates; admins create public goals),anonymous; communicator; supervisor-SLP; system,"goals, app/frontend/app/routes/goals/index.js:5; app/frontend/app/templates/goals/index.hbs:1,41,198-199 (admin New Public Goal); goals.goal app/frontend/app/routes/goals/goal.js:8-19; app/frontend/app/templates/goals/goal.hbs:360-363","api/goals#index template_header no-auth app/controllers/api/goals_controller.rb:5-18, global :19, template_header_id :22-27; #create/#update with allow_global via admin org :72,:91-92; template edit perms app/models/user_goal.rb:28",upstream sweet-suite (vs sweet-suite mirror 55aaa8a: goals_controller.rb churn 37%; user_goal.rb churn 8%; index.js churn 65% (frontend); goal.js churn 26% (frontend); index.hbs churn 80% (frontend); goal.hbs churn 75% (frontend); 6/6 routes are upstream actions),none read,spec/controllers/api/goals_controller_spec.rb,agent: API,writes,5,no,,"ASSUMED: whether non-admin users can open goals.goal for a template (show requires 'view', user_goal.rb:19-28) not verified",,GET /api/v1/goals api/goals#index | POST /api/v1/goals api/goals#create | GET /api/v1/goals/:id api/goals#show | PATCH /api/v1/goals/:id api/goals#update | PUT /api/v1/goals/:id api/goals#update | DELETE /api/v1/goals/:id api/goals#destroy,goals:/goals | goals.goal:/:goal_id
DATA-23,"Logs, reports, goals & lessons","Badges page (earned and in-progress badges; highlight, hide, view badge)",communicator; supervisor-SLP,"user.badges, app/frontend/app/routes/user/badges.js:10-14; app/frontend/app/templates/user/badges.hbs:3 (premium gate); app/frontend/app/controllers/user/badges.js:51-66","api/badges#index app/controllers/api/badges_controller.rb:4 (view_detailed :7; modeling-only exclusion :8,:226-243; non-supervisors limited to highlighted :9-11; recent branch per-supervisee check :27); #show :76; #update :87 (edit :90)",heavily modified (vs sweet-suite mirror 55aaa8a: badges_controller.rb churn 154%; user_badge.rb churn 3%; badge.rb churn 5%; badges.js churn 0% (frontend); badges.js churn 88% (frontend); badges.hbs churn 177% (frontend); 4/4 routes are upstream actions),"badge_progress (code: ENABLED_FRONTEND_FEATURES, lib/feature_flags.rb:120) but NOT READ; premium: template gate currently_premium (app/frontend/app/templates/user/badges.hbs:3)",spec/controllers/api/badges_controller_spec.rb; spec/models/user_badge_spec.rb; spec/lib/json_api/badge_spec.rb; app/frontend/tests/models/badge-test.js,agent: API permission matrix,writes,5,yes: clinical or evaluation data,dead or orphaned route or code; flag never read,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/badges api/badges#index | GET /api/v1/badges/:id api/badges#show | PATCH /api/v1/badges/:id api/badges#update | PUT /api/v1/badges/:id api/badges#update,user.badges:/badges
DATA-24,"Logs, reports, goals & lessons",Badge progress indicator and badge-awarded notifications (background badge checks),communicator; supervisor-SLP; system,speak-mode header app/frontend/app/templates/application.hbs:261-263 (BadgeEarned/BadgeProgress); caseload app/frontend/app/templates/caseload.hbs:596; app/frontend/app/components/badge-progress.js:74; also app/frontend/app/templates/user/preferences.hbs:202-204,"UserBadge.check_for app/models/user_badge.rb:189 scheduled from app/models/remote_action.rb:35; notify listeners app/models/user_badge.rb:84-95 (goals flag :91); also weekly_stats_summary.rb:12-18, user_badge.rb:189, user_badge.rb:74, user.rb:4261-4271",heavily modified (vs sweet-suite mirror 55aaa8a: user_badge.rb churn 3%; remote_action.rb churn 0%; weekly_stats_summary.rb churn 0%; user.rb churn 156%; user_mailer.rb churn 90%; badge-progress.js churn 52% (frontend); badge-earned.js churn 63% (frontend); badge-awarded.js churn 146% (frontend) (moved from app/frontend/app/controllers/badge-awarded.js)),goals read at app/models/user_badge.rb:91 (code: ENABLED_FRONTEND_FEATURES),spec/models/user_badge_spec.rb,both: award logic by spec; notification display and delivery needs a human,external-send,5,yes: user data,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
DATA-25,"Logs, reports, goals & lessons",Goal auto-advance (scheduled rollover of template or sequence goals),communicator; supervisor-SLP; system,none (API/background only),"UserGoal.advance_goals app/models/user_goal.rb:717-722 (sequences need any_premium_or_grace_period :720); scheduler lib/tasks/scheduler.rake:134-135; also user_goal.rb:717-722, scheduler.rake:134-137",heavily modified (vs sweet-suite mirror 55aaa8a: user_goal.rb churn 8%; scheduler.rake churn 367%),none; premium: any_premium_or_grace_period? for templated goals (user_goal.rb:720),spec/models/user_goal_spec.rb,agent: model spec,none (read-only),5,yes: clinical or evaluation data,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
DATA-26,"Logs, reports, goals & lessons",Periodic log summary email to communicators and supervisors; hourly log push and merger jobs,communicator; supervisor-SLP; system,app/frontend/app/templates/user/preferences.hbs:196-198 (Usage Summaries frequency),"LogSession.generate_log_summaries app/models/log_session.rb:2069 -> user.notify('log_summary') :2093; UserMailer#log_summary app/mailers/user_mailer.rb:106; scheduler lib/tasks/scheduler.rake:118-131; also log_session.rb:2069-2105, log_session.rb:2046-2067, user.rb:4256-4259, user_mailer.rb:106-224",heavily modified (vs sweet-suite mirror 55aaa8a: log_session.rb churn 12%; user_mailer.rb churn 90%; log_summary.html.erb churn 11%; scheduler.rake churn 367%; user.rb churn 156%; stats.rb churn 6%; preferences.hbs churn 62% (frontend)),none; push targets gated by any_premium_or_grace_period (log_session.rb:2047),spec/models/log_session_spec.rb; spec/mailers/user_mailer_spec.rb,human: email delivery and content,external-send,5,yes: communicator usage logs or utterances; account identity or contact details,TODO or FIXME in code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
